CustomerID,Country,State,City,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason
0786-VSSUD,United States,California,San Diego,32.808814,-117.134694,male,Yes,No,No,16,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.0,679.85,yes,1,92,5692.0,attitude of service provider
0787-LHDYT,United States,California,Carmel Valley,36.414611,-121.6386,male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.6,330.25,no,0,64,5667.0,unknown
0788-DXBFY,United States,California,Tustin,33.735802,-117.818805,male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,no,0,72,4801.0,unknown
0793-TWELN,United States,California,Los Angeles,34.078991,-118.263804,female,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,319.85,no,0,62,2841.0,unknown
0794-YVSGE,United States,California,Pasadena,34.146635,-118.139225,male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,no,0,76,5265.0,unknown
0795-GMVQO,United States,California,San Diego,32.741859,-117.090353,male,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),109.9,7332.4,no,0,26,5416.0,unknown
0795-LAFGP,United States,California,Fullerton,33.902211,-117.914922,male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4,6668.05,no,0,40,5633.0,unknown
0795-XCCTE,United States,California,Bishop,37.04584,-118.397236,male,Yes,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1809.35,no,0,51,6141.0,unknown
0799-DDIHE,United States,California,Grenada,41.599978,-122.539381,female,No,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,no,0,68,3103.0,unknown
0804-XBFBV,United States,California,Foothill Ranch,33.698728,-117.67768,female,No,No,Yes,11,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.2,321.05,no,0,57,5916.0,unknown
0804-YGEQV,United States,California,Palm Desert,33.762759,-116.324817,female,No,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,993.15,no,0,77,5119.0,unknown
0807-ZABDG,United States,California,Woodland,38.694081,-121.694431,female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.1,154.65,yes,1,97,4412.0,competitor offered higher download speeds
0810-BDHAW,United States,California,Chowchilla,37.100948,-120.270136,female,No,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,no,0,77,2506.0,unknown
0810-DHDBD,United States,California,Rohnert Park,38.34719,-122.697822,female,No,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,3877.65,no,0,39,5806.0,unknown
0811-GSDTP,United States,California,Alameda,37.724817,-122.224363,female,No,No,Yes,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,no,0,22,3540.0,unknown
0812-WUPTB,United States,California,Corona Del Mar,33.600987,-117.862734,male,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.85,70.85,yes,1,69,3022.0,long distance charges
0813-TAXXS,United States,California,Alderpoint,40.166028,-123.584144,male,No,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,no,0,59,6483.0,unknown
0815-MFZGM,United States,California,Morgan Hill,37.161544,-121.649371,female,No,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4135.0,no,0,76,4545.0,unknown
0816-TSPHQ,United States,California,Kettleman City,35.996923,-120.000951,male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,no,0,79,3976.0,unknown
0817-HSUSE,United States,California,Altadena,34.196837,-118.142236,male,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,no,0,43,2954.0,unknown
0818-OCPZO,United States,California,Los Angeles,33.927254,-118.249826,male,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.45,2122.05,yes,1,83,2571.0,competitor offered more data
0820-FNRNX,United States,California,Lafayette,37.907777,-122.127161,male,No,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.7,1077.05,no,0,46,2814.0,unknown
0822-GAVAP,United States,California,Posey,35.861928,-118.636698,female,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,62.25,yes,1,65,3146.0,competitor made better offer
0822-QGCXA,United States,California,Los Angeles,34.137411,-118.328915,female,Yes,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.85,2310.2,no,0,35,5907.0,unknown
0823-HSCDJ,United States,California,Onyx,35.676978,-118.101378,male,Yes,No,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,yes,1,90,5597.0,competitor offered more data
0824-VWDPO,United States,California,Mckinleyville,40.965011,-124.015255,female,No,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),96.75,4442.75,no,0,73,3682.0,unknown
0825-CPPQH,United States,California,Laytonville,39.806141,-123.531098,female,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.1,1372.45,no,0,72,4241.0,unknown
0827-ITJPH,United States,California,Los Angeles,33.958149,-118.308441,male,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.55,689.0,no,0,28,5703.0,unknown
0829-DDVLK,United States,California,Orange,33.784597,-117.844535,female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,no,0,71,4359.0,unknown
0829-XXPLX,United States,California,Cutler,36.497895,-119.285484,female,No,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15,no,0,68,2098.0,unknown
0831-JNISG,United States,California,San Jose,37.339533,-121.777179,male,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,1396.25,no,0,20,5406.0,unknown
0835-DUUIQ,United States,California,Alameda,37.774633,-122.274434,female,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,531.55,no,0,63,2050.0,unknown
0835-JKADZ,United States,California,San Francisco,37.768881,-122.395521,female,No,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,no,0,54,4361.0,unknown
0836-SEYLU,United States,California,San Diego,33.000269,-117.072093,male,No,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,328.95,yes,1,98,4800.0,poor expertise of online support
0839-JTCUD,United States,California,Mission Viejo,33.611945,-117.665867,female,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,no,0,20,4082.0,unknown
0839-QNXME,United States,California,Surfside,33.728273,-118.085304,female,No,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,578.5,no,0,78,3986.0,unknown
0840-DCNZE,United States,California,Newport Beach,33.601309,-117.902304,male,No,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.95,4138.9,no,0,57,5631.0,unknown
0840-DFEZH,United States,California,Los Angeles,34.070291,-118.349191,female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,no,0,37,4989.0,unknown
0841-NULXI,United States,California,Stockton,38.044523,-121.348048,male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,yes,1,71,3958.0,don't know
0842-IWYCP,United States,California,Helendale,34.757783,-117.33997,female,No,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,no,0,44,2626.0,unknown
0843-WTBXE,United States,California,Landers,34.341737,-116.539416,male,No,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,yes,1,90,4753.0,competitor offered higher download speeds
0847-HGRML,United States,California,North Palm Springs,33.906496,-116.569499,male,No,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.0,1250.1,no,0,37,4402.0,unknown
0848-SOMKO,United States,California,Shingle Springs,38.598936,-120.963092,male,No,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),48.4,3442.8,no,0,66,4483.0,unknown
0848-ZGQIJ,United States,California,Saratoga,37.257772,-122.051824,female,No,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,no,0,36,3050.0,unknown
0851-DFJKB,United States,California,Concord,37.950248,-122.022455,female,No,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,no,0,55,4497.0,unknown
0853-NWIFK,United States,California,Woodacre,38.005839,-122.638155,female,No,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.3,4483.95,no,0,64,4868.0,unknown
0853-TWRVK,United States,California,North Hollywood,34.187599,-118.387125,male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),105.6,7581.5,no,0,48,5981.0,unknown
0854-UYHZD,United States,California,West Covina,34.024405,-117.898722,female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,265.3,no,0,55,2816.0,unknown
0856-NAOES,United States,California,Concord,37.990118,-122.012188,male,No,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.9,414.1,no,0,80,2191.0,unknown
0859-YGKFW,United States,California,Olivehurst,39.082568,-121.55325,male,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,345.9,no,0,63,4458.0,unknown
0862-PRCBS,United States,California,San Francisco,37.722302,-122.491129,female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,no,0,45,4121.0,unknown
0864-FVJNJ,United States,California,Trinidad,41.162295,-124.027381,female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.35,7222.75,no,0,20,4952.0,unknown
0866-QLSIR,United States,California,Garden Grove,33.764018,-117.931507,female,No,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,yes,1,75,5189.0,attitude of support person
0867-LDTTC,United States,California,Sacramento,38.490508,-121.284171,male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,no,0,68,5900.0,unknown
0867-MKZVY,United States,California,Altadena,34.196837,-118.142236,female,No,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,yes,1,86,5719.0,price too high
0868-VJRDR,United States,California,Cassel,40.936285,-121.572692,male,No,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,no,0,36,4337.0,unknown
0869-PAPRP,United States,California,Pixley,35.957019,-119.330928,female,Yes,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,no,0,23,3935.0,unknown
0870-VEMYL,United States,California,Columbia,38.085839,-120.37855,female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,yes,1,74,5435.0,competitor offered higher download speeds
0871-OPBXW,United States,California,Twentynine Palms,34.17211,-115.769773,female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,39.25,no,0,80,5191.0,unknown
0871-URUWO,United States,California,Sheep Ranch,38.244806,-120.417301,male,No,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,yes,1,66,2003.0,competitor had better devices
0872-CASZJ,United States,California,Hamilton City,39.732767,-122.042298,male,No,Yes,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.1,4096.9,no,0,29,4765.0,unknown
0872-JCPIB,United States,California,Pinecrest,38.224869,-119.755729,male,No,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,no,0,63,3921.0,unknown
0872-NXJYS,United States,California,West Hollywood,34.093781,-118.381061,female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,723.4,yes,1,81,3246.0,competitor offered more data
0875-CABNR,United States,California,San Luis Obispo,35.233745,-120.626442,female,Yes,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.6,865.55,yes,1,94,3320.0,attitude of support person
0876-WDUUZ,United States,California,Pine Grove,38.400264,-120.641274,female,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,yes,1,90,3716.0,long distance charges
0877-SDMBN,United States,California,Parker Dam,34.273872,-114.192901,female,No,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,5639.05,yes,1,99,6117.0,competitor offered more data
0880-FVFWF,United States,California,Livermore,37.571748,-121.659562,male,No,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.4,4922.4,no,0,64,4449.0,unknown
0880-TKATG,United States,California,Lucerne Valley,34.508417,-116.856103,male,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,yes,1,84,4417.0,competitor had better devices
0883-EIBTI,United States,California,Clarksburg,38.384648,-121.578701,female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,31.55,yes,1,82,2484.0,limited range of services
0885-HMGPY,United States,California,Honeydew,40.342928,-124.063329,male,No,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.4,4237.5,no,0,67,6469.0,unknown
0886-QGENL,United States,California,San Diego,32.741499,-117.127409,female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2754.45,yes,1,77,4853.0,attitude of service provider
0887-HJGAR,United States,California,Coalinga,36.186867,-120.387793,male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,yes,1,95,2295.0,competitor offered higher download speeds
0887-WBJVH,United States,California,Cressey,37.420273,-120.66527,female,No,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.45,4872.2,no,0,20,4700.0,unknown
0895-DQHEW,United States,California,Burney,40.946785,-121.719489,male,No,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,yes,1,77,4019.0,competitor offered more data
0895-LMRSF,United States,California,Imperial Beach,32.579134,-117.119009,male,No,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,no,0,50,3314.0,unknown
0895-LNKRC,United States,California,El Monte,34.074492,-118.01462,male,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,113.5,no,0,43,3461.0,unknown
0895-UADGO,United States,California,River Pines,38.545775,-120.743325,male,No,No,No,8,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,343.45,no,0,66,5489.0,unknown
0897-FEGMU,United States,California,Los Angeles,34.072945,-118.37267,female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,yes,1,84,5286.0,network reliability
0898-XCGTF,United States,California,Los Angeles,34.110845,-118.259595,male,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.5,5673.7,no,0,49,5926.0,unknown
0899-LIIBW,United States,California,Forks Of Salmon,41.232128,-123.194748,male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,no,0,76,5891.0,unknown
0899-WZRSD,United States,California,Marina Del Rey,33.977468,-118.445475,male,No,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,no,0,31,5680.0,unknown
0902-RFHOF,United States,California,Loomis,38.809175,-121.171375,male,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,730.1,no,0,26,2907.0,unknown
0902-XKXPN,United States,California,Redding,40.587919,-122.464732,male,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1376.5,no,0,78,5463.0,unknown
0906-QVPMS,United States,California,Monterey,36.362741,-121.869685,male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,no,0,26,5398.0,unknown
0907-HQNTS,United States,California,Pittsburg,38.006047,-121.916834,female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.0,7987.6,no,0,47,4588.0,unknown
0909-SDHNU,United States,California,Los Angeles,34.070291,-118.349191,female,No,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,no,0,56,4236.0,unknown
0909-SELIE,United States,California,Clearlake Oaks,39.07116,-122.598542,male,No,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,no,0,72,4302.0,unknown
0913-XWSCN,United States,California,Sun City,33.739412,-117.173334,male,No,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,no,0,20,6411.0,unknown
0916-KNFAJ,United States,California,San Jose,37.371862,-121.860349,male,No,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,69.9,4226.7,no,0,76,5117.0,unknown
0916-QOFDP,United States,California,Randsburg,35.405722,-117.773354,female,Yes,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,1346.3,no,0,29,3471.0,unknown
0917-EZOLA,United States,California,Lakewood,33.847755,-118.112532,male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,yes,1,74,5925.0,extra data charges
0921-OHLVP,United States,California,Paradise,39.69676,-121.644379,male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,no,0,59,5357.0,unknown
0923-PNFUB,United States,California,Westlake Village,34.130992,-118.894673,female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,yes,1,65,4852.0,attitude of support person
0924-BJCRC,United States,California,Felton,37.089111,-122.062213,female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.45,5294.6,no,0,44,4340.0,unknown
0925-VYDLG,United States,California,Ludlow,34.702766,-116.093376,female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0,yes,1,83,5898.0,attitude of service provider
0927-CNGRH,United States,California,Alta,39.218096,-120.79153,male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,no,0,21,5272.0,unknown
0927-LCSMG,United States,California,San Jose,37.305622,-122.000887,male,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,yes,1,75,3331.0,competitor offered more data
0928-JMXNP,United States,California,Los Molinos,40.059385,-122.091481,male,Yes,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,no,0,46,2914.0,unknown
0928-XUTSN,United States,California,Brawley,33.03933,-115.191857,female,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.5,1011.8,no,0,37,3895.0,unknown
0929-HYQEW,United States,California,Oakland,37.776523,-122.219268,male,No,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,160.85,no,0,23,2085.0,unknown
0929-PECLO,United States,California,Klamath,41.572813,-124.035011,female,Yes,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8,no,0,38,4438.0,unknown
0930-EHUZA,United States,California,Calpine,39.672813,-120.456699,female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,no,0,38,4771.0,unknown
0931-MHTEM,United States,California,Big Bar,40.775272,-123.287414,female,No,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,no,0,69,4478.0,unknown
0932-YIXYU,United States,California,Dos Palos,37.045728,-120.630682,female,No,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1029.8,no,0,64,5134.0,unknown
0936-NQLJU,United States,California,Mokelumne Hill,38.304194,-120.592431,female,No,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,875.55,no,0,79,5062.0,unknown
0939-EREMR,United States,California,Chico,39.903272,-121.843567,female,No,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,no,0,40,4335.0,unknown
0939-YAPAF,United States,California,Santa Ana,33.748478,-117.858918,female,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,yes,1,72,2744.0,competitor offered higher download speeds
0940-OUQEC,United States,California,Winters,38.578604,-122.024579,male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,yes,1,77,3492.0,competitor offered more data
0942-KOWSM,United States,California,Hesperia,34.361387,-117.337509,female,No,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,no,0,46,4274.0,unknown
0943-ZQPXH,United States,California,Vacaville,38.419088,-122.024568,male,No,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,no,0,78,5635.0,unknown
0945-TSONX,United States,California,Encino,34.152875,-118.486056,female,No,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,no,0,30,5698.0,unknown
0946-CLJTI,United States,California,Palmdale,34.613476,-118.256358,male,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,yes,1,91,4662.0,competitor had better devices
0946-FKYTX,United States,California,Tulare,36.185471,-119.375243,male,No,No,No,52,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.1,1623.4,no,0,51,6290.0,unknown
0947-IDHRQ,United States,California,Woodland Hills,34.178068,-118.615714,female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,yes,1,75,3949.0,competitor made better offer
0947-MUGVO,United States,California,Jolon,35.930782,-121.189757,male,Yes,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,yes,1,95,5849.0,competitor offered higher download speeds
0952-KMEEH,United States,California,Mountain View,37.419725,-122.062947,male,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,yes,1,98,5525.0,long distance charges
0953-LGOVU,United States,California,Clearlake,38.965804,-122.631779,male,No,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432.25,no,0,75,2562.0,unknown
0956-ACVZC,United States,California,Novato,38.112166,-122.634384,female,No,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.1,5060.9,no,0,70,4084.0,unknown
0956-SYCWG,United States,California,Agoura Hills,34.129058,-118.759788,female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,no,0,49,2024.0,unknown
